Artist,Title,Version,Album,Year,Genre,BPM,Key,Camelot,Energy,ISRC,TIDAL ID,TIDAL URL,Playlist
Culture Beat,Mr. Vain,Radio Edit,Serenity,1993,Eurodance,133,A minor,8A,10,,,,Eurodance
